#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,,,,,,,,,
GCA_006366155.1,PRJNA433073,SAMN08471736,PRGW00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S47,na,latest,Contig,Major,Full,2019/6/19,ASM636615v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/155/GCA_006366155.1_ASM636615v1,na,na,na,haploid,bacteria,3999348,3999348,39,0,64,64,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366195.1,PRJNA433073,SAMN08471730,PRHC00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S21,na,latest,Contig,Major,Full,2019/6/19,ASM636619v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/195/GCA_006366195.1_ASM636619v1,na,na,na,haploid,bacteria,4010429,4010429,39,0,41,41,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366215.1,PRJNA433073,SAMN08471729,PRHD00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S02,na,latest,Contig,Major,Full,2019/6/19,ASM636621v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/215/GCA_006366215.1_ASM636621v1,na,na,na,haploid,bacteria,4094507,4094507,39,0,77,77,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366235.1,PRJNA433073,SAMN08471727,PRHF00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S01,na,latest,Contig,Major,Full,2019/6/19,ASM636623v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/235/GCA_006366235.1_ASM636623v1,na,na,na,haploid,bacteria,3945506,3945506,39,0,61,61,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366245.1,PRJNA433073,SAMN08471728,PRHE00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S17,na,latest,Contig,Major,Full,2019/6/19,ASM636624v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/245/GCA_006366245.1_ASM636624v1,na,na,na,haploid,bacteria,3989848,3989848,39,0,55,55,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366275.1,PRJNA433073,SAMN08471723,PRHJ00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S81,na,latest,Contig,Major,Full,2019/6/19,ASM636627v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/275/GCA_006366275.1_ASM636627v1,na,na,na,haploid,bacteria,3909860,3909860,39,0,47,47,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366285.1,PRJNA433073,SAMN08471726,PRHG00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S88,na,latest,Contig,Major,Full,2019/6/19,ASM636628v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/285/GCA_006366285.1_ASM636628v1,na,na,na,haploid,bacteria,3967632,3967632,39,0,53,53,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366315.1,PRJNA433073,SAMN08471720,PRHM00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S72,na,latest,Contig,Major,Full,2019/6/19,ASM636631v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/315/GCA_006366315.1_ASM636631v1,na,na,na,haploid,bacteria,3962366,3962366,39,0,51,51,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366335.1,PRJNA433073,SAMN08471721,PRHL00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S73,na,latest,Contig,Major,Full,2019/6/19,ASM636633v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/335/GCA_006366335.1_ASM636633v1,na,na,na,haploid,bacteria,3774259,3774259,39,0,88,88,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366355.1,PRJNA433073,SAMN08471717,PRHP00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S68,na,latest,Contig,Major,Full,2019/6/19,ASM636635v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/355/GCA_006366355.1_ASM636635v1,na,na,na,haploid,bacteria,3976540,3976540,39,0,53,53,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366365.1,PRJNA433073,SAMN08471718,PRHO00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S69,na,latest,Contig,Major,Full,2019/6/19,ASM636636v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/365/GCA_006366365.1_ASM636636v1,na,na,na,haploid,bacteria,3890209,3890209,39,0,48,48,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366385.1,PRJNA433073,SAMN08471715,PRHR00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S61,na,latest,Contig,Major,Full,2019/6/19,ASM636638v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/385/GCA_006366385.1_ASM636638v1,na,na,na,haploid,bacteria,3975147,3975147,39,0,53,53,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366405.1,PRJNA433073,SAMN08471716,PRHQ00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S62,na,latest,Contig,Major,Full,2019/6/19,ASM636640v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/405/GCA_006366405.1_ASM636640v1,na,na,na,haploid,bacteria,3965401,3965401,39,0,48,48,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366435.1,PRJNA433073,SAMN08471714,PRHS00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S60,na,latest,Contig,Major,Full,2019/6/19,ASM636643v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/435/GCA_006366435.1_ASM636643v1,na,na,na,haploid,bacteria,3966375,3966375,39,0,47,47,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366445.1,PRJNA433073,SAMN08471713,PRHT00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S59,na,latest,Contig,Major,Full,2019/6/19,ASM636644v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/445/GCA_006366445.1_ASM636644v1,na,na,na,haploid,bacteria,3956704,3956704,39,0,54,54,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366465.1,PRJNA433073,SAMN08471709,PRHX00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S54,na,latest,Contig,Major,Full,2019/6/19,ASM636646v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/465/GCA_006366465.1_ASM636646v1,na,na,na,haploid,bacteria,3968975,3968975,39,0,66,66,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366475.1,PRJNA433073,SAMN08471710,PRHW00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-S55,na,latest,Contig,Major,Full,2019/6/19,ASM636647v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/475/GCA_006366475.1_ASM636647v1,na,na,na,haploid,bacteria,4018848,4018848,39,0,71,71,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366535.1,PRJNA433073,SAMN08471705,PRIB00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B48,na,latest,Contig,Major,Full,2019/6/19,ASM636653v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/535/GCA_006366535.1_ASM636653v1,na,na,na,haploid,bacteria,4064186,4064186,39,0,93,93,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366545.1,PRJNA433073,SAMN08471707,PRHZ00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B07,na,latest,Contig,Major,Full,2019/6/19,ASM636654v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/545/GCA_006366545.1_ASM636654v1,na,na,na,haploid,bacteria,3962267,3962267,39,0,54,54,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366575.1,PRJNA433073,SAMN08471706,PRIA00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B05,na,latest,Contig,Major,Full,2019/6/19,ASM636657v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/575/GCA_006366575.1_ASM636657v1,na,na,na,haploid,bacteria,3882765,3882765,39,0,52,52,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366635.1,PRJNA433073,SAMN08471702,PRIE00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B43,na,latest,Contig,Major,Full,2019/6/19,ASM636663v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/635/GCA_006366635.1_ASM636663v1,na,na,na,haploid,bacteria,3920288,3920288,39,0,53,53,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366645.1,PRJNA433073,SAMN08471703,PRID00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B44,na,latest,Contig,Major,Full,2019/6/19,ASM636664v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/645/GCA_006366645.1_ASM636664v1,na,na,na,haploid,bacteria,3997484,3997484,39,0,62,62,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366665.1,PRJNA433073,SAMN08471700,PRIG00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B41,na,latest,Contig,Major,Full,2019/6/19,ASM636666v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/665/GCA_006366665.1_ASM636666v1,na,na,na,haploid,bacteria,3934166,3934166,39,0,60,60,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366685.1,PRJNA433073,SAMN08471701,PRIF00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B42,na,latest,Contig,Major,Full,2019/6/19,ASM636668v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/685/GCA_006366685.1_ASM636668v1,na,na,na,haploid,bacteria,3938448,3938448,39,0,52,52,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366715.1,PRJNA433073,SAMN08471699,PRIH00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B40,na,latest,Contig,Major,Full,2019/6/19,ASM636671v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/715/GCA_006366715.1_ASM636671v1,na,na,na,haploid,bacteria,4075487,4075487,39,0,48,48,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366735.1,PRJNA433073,SAMN08471689,PRIR00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B30,na,latest,Contig,Major,Full,2019/6/19,ASM636673v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/735/GCA_006366735.1_ASM636673v1,na,na,na,haploid,bacteria,4074076,4074076,39,0,30,30,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366745.1,PRJNA433073,SAMN08471691,PRIP00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B32,na,latest,Contig,Major,Full,2019/6/19,ASM636674v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/745/GCA_006366745.1_ASM636674v1,na,na,na,haploid,bacteria,3943960,3943960,39,0,65,65,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366755.1,PRJNA433073,SAMN08471692,PRIO00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B33,na,latest,Contig,Major,Full,2019/6/19,ASM636675v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/755/GCA_006366755.1_ASM636675v1,na,na,na,haploid,bacteria,3944974,3944974,39,0,61,61,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366785.1,PRJNA433073,SAMN08471690,PRIQ00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B31,na,latest,Contig,Major,Full,2019/6/19,ASM636678v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/785/GCA_006366785.1_ASM636678v1,na,na,na,haploid,bacteria,4037911,4037911,39,0,66,66,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366805.1,PRJNA433073,SAMN08471687,PRIT00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B29,na,latest,Contig,Major,Full,2019/6/19,ASM636680v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/805/GCA_006366805.1_ASM636680v1,na,na,na,haploid,bacteria,4095330,4095330,39,0,47,47,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366825.1,PRJNA433073,SAMN08471686,PRIU00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B27,na,latest,Contig,Major,Full,2019/6/19,ASM636682v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/825/GCA_006366825.1_ASM636682v1,na,na,na,haploid,bacteria,3983357,3983357,39,0,62,62,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366845.1,PRJNA433073,SAMN08471685,PRIV00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B26,na,latest,Contig,Major,Full,2019/6/19,ASM636684v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/845/GCA_006366845.1_ASM636684v1,na,na,na,haploid,bacteria,3975371,3975371,39,0,47,47,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366875.1,PRJNA433073,SAMN08471684,PRIW00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B25,na,latest,Contig,Major,Full,2019/6/19,ASM636687v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/875/GCA_006366875.1_ASM636687v1,na,na,na,haploid,bacteria,3969300,3969300,39,0,48,48,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
GCA_006366895.1,PRJNA433073,SAMN08471682,PRIY00000000.1,na,470,470,Acinetobacter baumannii,strain=AB-HZ-B20,na,latest,Contig,Major,Full,2019/6/19,ASM636689v1,The First Affiliated Hospital, College of Medicine Zhejiang University,GCF_006366895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/895/GCA_006366895.1_ASM636689v1,na,na,na,haploid,bacteria,3969899,3969899,39,0,55,55,The First Affiliated Hospital, College of Medicine Zhejiang University,Annotation submitted by The First Affiliated Hospital, College of Medicine Zhejiang University,2019/6/19,0,0,0,na,,,,,,
